City,Year,Cityyear,UHI,City2,Country,Year3,Cityyear4,WCH,environmental firms,GVAAgr,GVAConst,GVAConstrs,GVAFire,GVAManufElec,GVAManufElecpc,GVAAdmin,GVAAdminpc,GVA,GDP,Publictranspopass,Density,Densityrs,Population,Income,Gini,GVAAgrpc,GVAConstpc,GVAConstpcrs,GVAFirepc,Populationpc,Incomepc,IncomepcSQ,CO,NO2,PM10,PM10pc,PM2.5,SO2,green bonds issued,Long,Lat
Dublin,2015,Dublin2015,0.808629479,Dublin,Ireland,2015,Dublin2015,2400,52,1.2669,36.6399,0.366399,27.4044,175.6285,9.532593356,11.3685,0.617048415,72.66009,81.16781,1.905207,2.651,0.02651,18.424,22.67956,35.8,68.75,198.871,1.98871,148.744,111.6507,1.23099,15153.3638,,,,,,,0,-6.266156214,53.35013867
San Jose,2013,San Jose2013,2.330304723,San Jose,Costa Rica,2013,San Jose2013,1133,121,3.1065,6.5124,0.065124,2.3975,24.1044,0.975175985,3.31414,0.134078,12.1622,14.13285,,7.648,0.07648,24.718,9.17197,50.3,125.66,26.347,0.26347,9.6992,38.907,0.37106,1376.855236,,41.6,27,1.092321385,24,,0,-121.8863301,37.33820687
Stockholm,2008,Stockholm2008,,Stockholm,Sweden,2008,Stockholm2008,3394,15,0.9351,26.2393,0.262393,20.30081,76.1183,3.87271941,12.68569,0.64541796,56.98092,65.53168,6.81798,3.013,0.03013,19.655,25.90814,39.3,47.59,133.496,1.33496,103.2832,113.7431,1.318115,17374.27153,0.4,28.6,25.8,1.312643093,9.6,,0,18.06858069,59.32932498
Stockholm,2009,Stockholm2009,,Stockholm,Sweden,2009,Stockholm2009,3394,15,0.973,24.1016,0.241016,19.09165,75.1664,3.756441779,12.39457,0.619418791,54.29089,62.86698,6.91049,3.067,0.03067,20.01,25.53188,40.2,48.62,120.449,1.20449,95.4129,107.0651,1.275987,16281.42824,0.4,27.9,22,1.099450275,5.9,,0,18.06858069,59.32932498
Leeds,2011,Leeds2011,0.905260298,Leeds,United Kingdom,2011,Leeds2011,309,33,1.4323,19.6153,0.196153,10.70077,49.8922,2.246991533,7.74344,0.348740767,32.80959,37.05317,2.145603,10.942,0.10942,22.204,23.10711,32.6,64.53,88.34,0.8834,48.1923,97.4895,1.040658,10829.69073,0.6,40.8,22.9,1.031345703,17.3,2.2,0,-1.549078329,53.80075313
Leeds,2006,Leeds2006,1.099954115,Leeds,United Kingdom,2006,Leeds2006,309,33,1.0543,22.9665,0.229665,9.78899,59.6444,2.7881638,7.71443,0.360622195,32.88419,36.83165,2.172048,10.542,0.10542,21.392,22.63824,28.3,49.28,107.361,1.07361,45.7606,104.0627,1.058272,11199.39626,0.3,35.4,29.3,1.369670905,,7.3,0,-1.549078329,53.80075313
Leeds,2014,Leeds2014,1.211090862,Leeds,United Kingdom,2014,Leeds2014,309,33,1.5555,20.7267,0.207267,11.92255,55.0406,2.429941283,8.07972,0.356704781,35.26342,39.90118,2.186653,11.162,0.11162,22.651,25.49508,32.3,68.67,91.505,0.91505,52.6355,105.0871,1.125556,12668.76309,0.3,41.7,20.4,0.900622489,13.7,2.4,0,-1.549078329,53.80075313
Dublin,2010,Dublin2010,0.772186934,Dublin,Ireland,2010,Dublin2010,2400,52,1.2734,10.9815,0.109815,19.02905,102.7066,5.744538285,9.92165,0.554933162,49.13974,53.74216,1.793861,2.573,0.02573,17.879,22.77829,40.9,71.24,61.422,0.61422,106.4334,107.3167,1.274035,16231.65181,0.4,23.1,16.1,0.900497791,11.2,2.4,0,-6.266156214,53.35013867
Leeds,2010,Leeds2010,1.1250937,Leeds,United Kingdom,2010,Leeds2010,309,33,1.396,17.4835,0.174835,10.21885,48.3311,2.193577815,7.65795,0.347567285,31.26849,34.98299,2.082718,10.858,0.10858,22.033,22.62196,32.5,63.37,79.35,0.7935,46.3798,95.016,1.02673,10541.74493,0.4,43.8,24.5,1.111968411,16.8,2.2,0,-1.549078329,53.80075313
Leeds,2012,Leeds2012,1.236027857,Leeds,United Kingdom,2012,Leeds2012,309,33,1.4804,19.719,0.19719,10.84309,51.6956,2.311657649,7.95332,0.35564638,33.04627,37.31996,2.114746,11.02,0.1102,22.363,23.85225,28.6,66.18,88.174,0.88174,48.4858,99.2307,1.066571,11375.73698,0.5,40.1,19.4,0.86750436,16.4,2.1,0,-1.549078329,53.80075313
Auckland,2012,Auckland2012,1.045505308,Auckland,New Zealand,2012,Auckland2012,1247,11,0.9997,11.8821,0.118821,9.7863,35.2991,2.413943787,4.77192,0.326329754,26.02413,28.27338,0.710878,2.961,0.02961,14.623,16.34305,44.6,68.37,81.256,0.81256,66.9252,111.1092,1.117649,12491.39287,0.4,19,14.2,0.971072967,5.7,3.5,0,174.7633314,-36.84845934
Stockholm,2007,Stockholm2007,,Stockholm,Sweden,2007,Stockholm2007,3394,15,0.8746,26.3252,0.263252,19.07379,82.4504,4.261663307,11.91021,0.615610172,54.94547,63.21675,6.76261,2.965,0.02965,19.347,23.97661,37.9,45.21,136.067,1.36067,98.5865,107.3584,1.239276,15358.05004,0.5,28.9,27.1,1.400733964,10.4,,0,18.06858069,59.32932498
Leeds,2005,Leeds2005,1.094391573,Leeds,United Kingdom,2005,Leeds2005,309,33,0.9365,21.6947,0.216947,9.23271,55.2349,2.60014593,7.56101,0.355929483,31.34103,35.12644,2.135373,10.468,0.10468,21.243,21.86589,27.6,44.09,102.126,1.02126,43.4618,102.3044,1.029312,10594.83193,0.3,29.9,29.5,1.388692746,,7.1,0,-1.549078329,53.80075313
Dublin,2011,Dublin2011,0.85143075,Dublin,Ireland,2011,Dublin2011,2400,52,1.0738,14.7467,0.147467,19.17284,94.3875,5.251627441,10.06359,0.559928226,49.507,54.02679,1.770711,2.587,0.02587,17.973,22.15444,38.5,59.76,82.048,0.82048,106.6742,108.8841,1.232634,15193.86578,0.3,24.5,15.8,0.879096422,10.8,2.5,0,-6.266156214,53.35013867
Dublin,2014,Dublin2014,0.973497787,Dublin,Ireland,2014,Dublin2014,2400,52,1.0476,28.8503,0.288503,21.5369,146.8254,8.04038114,9.41584,0.51562565,58.67062,65.68081,1.805663,2.628,0.02628,18.261,23.31714,36,57.36,157.985,1.57985,117.9372,115.9685,1.276857,16303.63798,0.2,10.7,14.1,0.772137342,8.3,0.9,0,-6.266156214,53.35013867
Dublin,2013,Dublin2013,0.917465188,Dublin,Ireland,2013,Dublin2013,2400,52,1.0312,24.5303,0.245303,19.01078,118.9017,6.553224206,9.26712,0.510753968,52.55049,58.90143,1.777888,2.611,0.02611,18.144,22.62687,36.3,56.83,135.2,1.352,104.7791,110.3839,1.247092,15552.38456,0.3,22.1,15.4,0.848765432,10.5,2.2,0,-6.266156214,53.35013867
Leeds,2013,Leeds2013,0.949862883,Leeds,United Kingdom,2013,Leeds2013,309,33,1.5689,19.2011,0.192011,11.18401,53.5613,2.380396427,7.89538,0.350890183,33.65602,38.07084,2.15541,11.088,0.11088,22.501,24.41018,32,69.72,85.336,0.85336,49.7051,100.5093,1.084861,11769.23389,0.2,38.8,19.1,0.848851162,14.4,2.2,0,-1.549078329,53.80075313
Auckland,2008,Auckland2008,0.897367045,Auckland,New Zealand,2008,Auckland2008,1247,11,0.9377,10.6198,0.106198,8.03121,36.956,2.659087639,3.94637,0.283952367,22.32056,24.14998,0.544256,2.815,0.02815,13.898,12.68984,42.5,67.46,76.409,0.76409,57.7857,95.1552,0.913051,8336.621286,0.5,19.3,16,1.151244783,7.4,2.9,0,174.7633314,-36.84845934
Auckland,2007,Auckland2007,0.971926281,Auckland,New Zealand,2007,Auckland2007,1247,11,1.196,11.0625,0.110625,7.47774,34.3212,2.50282214,3.58168,0.261188653,21.3155,23.09389,0.521159,2.777,0.02777,13.713,11.49131,40.6,87.23,80.673,0.80673,54.5308,91.5506,0.837993,7022.32268,0.6,19.6,16.5,1.203237804,,3.1,0,174.7633314,-36.84845934
Auckland,2010,Auckland2010,0.78925171,Auckland,New Zealand,2010,Auckland2010,1247,11,1.112,10.388,0.10388,8.43145,34.7443,2.430691199,4.17991,0.292424094,22.90493,24.8686,0.606183,2.895,0.02895,14.294,13.44954,42.2,77.8,72.672,0.72672,58.9846,97.0271,0.940901,8852.946918,0.5,17.7,14,0.979431929,5.6,1.9,0,174.7633314,-36.84845934
Auckland,2011,Auckland2011,1.039609813,Auckland,New Zealand,2011,Auckland2011,1247,11,1.1354,11.0578,0.110578,9.09492,35.5736,2.455892302,4.49252,0.31014981,24.57791,26.69027,0.657637,2.933,0.02933,14.485,15.03411,43.4,78.39,76.343,0.76343,62.7904,104.4548,1.037938,10773.15292,0.4,19.4,14.2,0.980324474,5.8,4.6,0,174.7633314,-36.84845934
Auckland,2009,Auckland2009,1.004673908,Auckland,New Zealand,2009,Auckland2009,1247,11,0.9472,9.9148,0.099148,7.86689,28.8153,2.047995736,3.90272,0.27737882,20.982,22.69229,0.586202,2.849,0.02849,14.07,11.78232,41.1,67.31,70.469,0.70469,55.9124,90.1802,0.837407,7012.504836,0.5,15.1,15.1,1.073205402,5.8,4,0,174.7633314,-36.84845934
Helsinki,2017,Helsinki2017,0.563054017,Helsinki,Finland,2017,Helsinki2017,1827,6,1.7134,28.2905,0.282905,15.18025,70.938,4.32337884,9.55202,0.582156265,43.98119,50.63967,2.485056,1.804,0.01804,16.408,24.40991,30.9,104.41,172.42,1.7242,92.5179,141.2307,1.487692,22132.27487,,,,,,,0,24.93837879,60.16985661
Dublin,2012,Dublin2012,0.911115466,Dublin,Ireland,2012,Dublin2012,2400,52,0.8485,19.922,0.19922,18.63545,92.0708,5.099462753,9.56669,0.52986375,48.4215,53.83818,1.77464,2.598,0.02598,18.055,22.20157,35,47.01,110.343,1.10343,103.2159,106.3321,1.229676,15121.03065,0.4,21,14.9,0.825256162,,2.5,0,-6.266156214,53.35013867
Dublin,2006,Dublin2006,0.797983235,Dublin,Ireland,2006,Dublin2006,2400,52,1.8878,39.5295,0.395295,17.9889,87.7965,5.320677535,8.56965,0.519341252,48.25214,55.07425,2.11443,2.375,0.02375,16.501,22.50245,38.4,114.41,239.555,2.39555,109.0165,121.3289,1.363694,18596.61326,0.4,25.3,18.6,1.127204412,,3.3,0,-6.266156214,53.35013867
Auckland,2006,Auckland2006,1.02111859,Auckland,New Zealand,2006,Auckland2006,1247,11,0.9253,10.1475,0.101475,6.90853,33.6926,2.499451039,3.22806,0.239470326,19.74046,21.41089,0.514526,2.73,0.0273,13.48,10.30319,44.5,68.63,75.276,0.75276,51.2486,85.0011,0.764306,5841.636616,0.8,24.4,15.8,1.172106825,,3.5,0,174.7633314,-36.84845934
Sofia,2017,Sofia2017,0.501986289,Sofia,Bulgaria,2017,Sofia2017,530,4,0.2176,3.4881,0.034881,4.04824,12.5775,0.941288729,1.5522,0.116165245,10.58975,12.1381,3.69114,9.905,0.09905,13.362,5.27604,36.6,16.27,26.105,0.26105,30.2956,42.4262,0.394841,1558.994153,,,,,,,0,23.32186547,42.69770744
Sofia,2016,Sofia2016,0.232216132,Sofia,Bulgaria,2016,Sofia2016,530,4,0.2073,3.4509,0.034509,3.79733,11.0255,0.826189584,1.42522,0.106798052,9.75617,11.24522,3.900092,9.892,0.09892,13.345,4.92716,36.1,15.53,25.861,0.25861,28.4561,39.5526,0.369224,1363.263622,0.6,,33.6,2.517796928,,6.5,0,23.32186547,42.69770744
Helsinki,2016,Helsinki2016,0.746574941,Helsinki,Finland,2016,Helsinki2016,1827,6,1.6468,25.9999,0.259999,14.40205,63.8273,3.921559351,9.52377,0.585141927,41.93371,48.48497,2.450389,1.789,0.01789,16.276,23.71647,30.8,101.19,159.746,1.59746,88.4865,137.5903,1.457147,21232.7738,,24.9,17.1,1.05062669,5.9,0.8,0,24.93837879,60.16985661
Auckland,2005,Auckland2005,0.95495618,Auckland,New Zealand,2005,Auckland2005,1247,11,0.847,9.2891,0.092891,6.77676,36.0065,2.719935036,3.13467,0.236793322,19.57715,21.1243,0.508972,2.681,0.02681,13.238,10.69493,45.4,63.99,70.169,0.70169,51.1913,86.6106,0.80789,6526.862521,1,30.7,,,,6.5,0,174.7633314,-36.84845934
Sofia,2015,Sofia2015,0.408210035,Sofia,Bulgaria,2015,Sofia2015,530,4,0.207,3.8125,0.038125,3.40582,10.166,0.763844015,1.43284,0.107659479,9.17532,10.61558,4.09225,9.866,0.09866,13.309,4.5025,35.2,15.57,28.647,0.28647,25.5908,38.1152,0.338311,1144.543327,0.6,23.8,36.7,2.757532497,,7.6,0,23.32186547,42.69770744
Helsinki,2015,Helsinki2015,0.334227103,Helsinki,Finland,2015,Helsinki2015,1827,6,1.4708,23.0725,0.230725,13.76526,62.2433,3.857657267,9.33752,0.578712117,40.56824,47.02554,2.393,1.774,0.01774,16.135,23.21992,30.6,91.17,142.993,1.42993,85.312,135.1087,1.439083,20709.59881,,,16.2,1.004028509,6.4,,0,24.93837879,60.16985661
Helsinki,2014,Helsinki2014,0.718806956,Helsinki,Finland,2014,Helsinki2014,1827,6,1.5971,23.3295,0.233295,14.40128,64.4127,4.032346313,9.70091,0.607293727,42.4119,49.13759,2.392,1.756,0.01756,15.974,24.17643,30.3,99.97,146.049,1.46049,90.1553,142.1438,1.513501,22906.85277,,20.2,18.4,1.151871792,8.4,1.5,0,24.93837879,60.16985661
Stockholm,2006,Stockholm2006,,Stockholm,Sweden,2006,Stockholm2006,3394,15,0.7266,18.4992,0.184992,16.67043,77.1471,4.051205167,11.07397,0.581524445,49.14788,56.56584,6.64667,2.919,0.02919,19.043,21.35322,37.4,38.16,97.145,0.97145,87.5402,98.2339,1.121306,12573.27146,0.5,35.3,29.5,1.549125663,14,,0,18.06858069,59.32932498
Helsinki,2013,Helsinki2013,0.59144734,Helsinki,Finland,2013,Helsinki2013,1827,6,1.6872,24.6746,0.246746,13.55878,61.5666,3.900817335,9.80039,0.620945955,42.19794,48.85776,2.52,1.735,0.01735,15.783,24.14629,30,106.91,156.335,1.56335,85.9062,141.6764,1.529873,23405.11396,0.2,21.3,15.6,0.988405246,7,1.3,0,24.93837879,60.16985661
Helsinki,2012,Helsinki2012,0.979739776,Helsinki,Finland,2012,Helsinki2012,1827,6,1.4958,23.8415,0.238415,13.06158,53.6581,3.440724591,9.3006,0.596383456,40.09932,46.71808,2.447,1.714,0.01714,15.595,22.92891,29.6,95.91,152.878,1.52878,83.755,136.8373,1.470272,21616.99754,0.3,21.6,15.4,0.987495992,7.2,1.6,0,24.93837879,60.16985661
Dublin,2005,Dublin2005,0.875480686,Dublin,Ireland,2005,Dublin2005,2400,52,1.9908,36.2159,0.362159,16.15175,86.6908,5.377507599,7.97166,0.494489176,44.94186,51.30127,1.98003,2.32,0.0232,16.121,21.05493,38.4,123.49,224.65,2.2465,100.1901,114.4172,1.30605,17057.66603,0.6,27.6,16.7,1.035915886,,3.4,0,-6.266156214,53.35013867
Helsinki,2011,Helsinki2011,0.706293138,Helsinki,Finland,2011,Helsinki2011,1827,6,1.5359,22.3995,0.223995,12.93273,70.5875,4.578846653,9.21611,0.597827582,41.50437,48.23145,2.38,1.695,0.01695,15.416,23.1823,31.2,99.64,145.302,1.45302,83.8915,137.6982,1.503777,22613.45266,0.3,26.5,17.9,1.161131292,8.4,1.7,0,24.93837879,60.16985661
Sofia,2014,Sofia2014,0.479564331,Sofia,Bulgaria,2014,Sofia2014,530,4,0.2212,3.5839,0.035839,3.37107,9.9979,0.754615443,1.51304,0.114200317,9.17895,10.6419,4.300452,9.821,0.09821,13.249,4.37487,34.7,16.71,27.051,0.27051,25.4446,36.8627,0.330212,1090.399649,0.8,24.2,40.3,3.041738999,20.1,6.8,0,23.32186547,42.69770744
Stockholm,2005,Stockholm2005,,Stockholm,Sweden,2005,Stockholm2005,3394,15,0.6944,16.4702,0.164702,15.92768,74.4655,3.956090953,10.44047,0.554665569,46.53639,53.64609,6.26745,2.885,0.02885,18.823,19.9365,36.5,36.88,87.497,0.87497,84.6158,97.9173,1.059129,11217.54239,0.6,34.6,29.8,1.583169527,12.9,2.5,0,18.06858069,59.32932498
Helsinki,2010,Helsinki2010,0.696346134,Helsinki,Finland,2010,Helsinki2010,1827,6,1.671,22.3566,0.223566,11.98983,74.1164,4.858498853,9.41814,0.617380531,40.32078,46.27539,2.322,1.677,0.01677,15.255,21.79929,30.6,109.54,146.553,1.46553,78.5955,126.4917,1.428982,20419.89556,0.3,28.5,18.1,1.186496231,9.6,1.7,0,24.93837879,60.16985661
Helsinki,2008,Helsinki2008,0.49027213,Helsinki,Finland,2008,Helsinki2008,1827,6,1.9279,24.0758,0.240758,12.58707,82.7646,5.53905769,8.8121,0.589753714,42.63157,48.69787,2.25,1.643,0.01643,14.942,21.21408,31.2,129.01,161.127,1.61127,84.238,127.1696,1.419733,20156.41791,0.3,22.6,19.2,1.284968545,8.9,1.7,0,24.93837879,60.16985661
Helsinki,2007,Helsinki2007,0.730179708,Helsinki,Finland,2007,Helsinki2007,1827,6,1.8281,22.7307,0.227307,11.35957,83.152,5.629408977,7.99895,0.541530702,39.81983,45.52453,2.199,1.624,0.01624,14.771,19.82883,32.7,123.78,153.883,1.53883,76.9028,119.4064,1.342388,18020.05543,0.3,24.3,20.8,1.408164647,9.3,2,0,24.93837879,60.16985661
Helsinki,2009,Helsinki2009,0.842457069,Helsinki,Finland,2009,Helsinki2009,1827,6,1.6016,22.8775,0.228775,12.01039,70.6153,4.675271451,9.09388,0.602084216,39.6699,45.58594,2.276,1.66,0.0166,15.104,21.31296,30.1,106.05,151.463,1.51463,79.5169,122.1967,1.411063,19910.9879,0.3,24.2,16.7,1.105667373,8.1,1.9,0,24.93837879,60.16985661
Sofia,2013,Sofia2013,0.286475209,Sofia,Bulgaria,2013,Sofia2013,530,4,0.2007,3.512,0.03512,3.30457,10.7617,0.818255779,1.37732,0.104723236,9.03394,10.47005,4.364661,9.749,0.09749,13.152,4.63159,33.8,15.24,26.703,0.26703,25.1261,39.7278,0.352161,1240.173699,0.8,25.3,39.6,3.010948905,21.9,8.1,0,23.32186547,42.69770744
Antwerp,2017,Antwerp2017,0.93250807,Antwerp,Belgium,2017,Antwerp2017,418,9,0.9325,14.6457,0.146457,10.51735,63.5098,4.601825955,6.43268,0.466102456,33.46173,37.44372,1.911926,9.136,0.09136,13.801,17.83388,34.3,67.57,106.122,1.06122,76.2082,111.7652,1.292235,16698.71295,,,,,,,0,4.402466011,51.21944641
Sofia,2012,Sofia2012,0.663164509,Sofia,Bulgaria,2012,Sofia2012,530,4,0.1901,5.0437,0.050437,3.37365,9.8928,0.758883093,1.2604,0.0966861,8.78041,10.22169,5.147083,9.663,0.09663,13.036,4.48789,33.8,14.58,38.692,0.38692,25.8801,41.4964,0.344277,1185.266527,0.8,28.5,42.2,3.237189322,21.2,10.7,0,23.32186547,42.69770744
Helsinki,2006,Helsinki2006,0.66251889,Helsinki,Finland,2006,Helsinki2006,1827,6,1.377,19.3137,0.193137,9.90075,75.5819,5.171529251,7.27886,0.498040369,35.22719,40.6256,2.187,1.607,0.01607,14.615,17.9295,31.7,94.23,132.148,1.32148,67.7433,109.3961,1.226781,15049.91622,0.3,28.3,23.8,1.628463907,9.6,3,0,24.93837879,60.16985661
Zurich,2017,Zurich2017,0.230852116,Zurich,Switzerland,2017,Zurich2017,1816,5,3.3059,31.2488,0.312488,31.54079,97.8502,6.100766881,13.7544,0.857559698,78.07222,82.40477,6.51,8.586,0.08586,16.039,48.59497,33.8,206.11,194.828,1.94828,196.6501,245.2694,3.029789,91796.21385,,,,,,,0,8.54169345,47.37688743
Antwerp,2016,Antwerp2016,0.894721917,Antwerp,Belgium,2016,Antwerp2016,418,9,0.9468,14.5451,0.145451,10.06927,59.6155,4.342937277,6.24085,0.45464049,32.13663,36.05399,1.940365,9.087,0.09087,13.727,17.2177,34.2,68.97,105.959,1.05959,73.3535,108.8881,1.254291,15732.45913,0.3,29.8,22.3,1.624535587,13.9,3.6,0,4.402466011,51.21944641
Sofia,2011,Sofia2011,0.583002146,Sofia,Bulgaria,2011,Sofia2011,530,4,0.2176,5.6822,0.056822,3.44638,11.6183,0.900922767,1.15085,0.08924085,9.13053,10.55019,5.012283,9.56,0.0956,12.896,4.70299,32.4,16.87,44.063,0.44063,26.7248,41.7229,0.36469,1329.987961,1,32.2,56.7,4.396712159,28.6,11.4,0,23.32186547,42.69770744
Zurich,2016,Zurich2016,0.394813909,Zurich,Switzerland,2016,Zurich2016,1816,5,3.2563,31.0439,0.310439,31.26213,97.1268,6.11938004,13.6069,0.857289567,77.23722,81.55644,6.38,8.496,0.08496,15.872,48.60138,33.7,205.16,195.585,1.95585,196.9614,245.1367,3.06204,93760.88962,0.3,28.2,15.5,0.9765625,10.1,1.2,0,8.54169345,47.37688743
Helsinki,2005,Helsinki2005,0.772453945,Helsinki,Finland,2005,Helsinki2005,1827,6,1.4813,18.7504,0.187504,9.00606,68.9098,4.762911252,6.61706,0.457358308,33.04511,38.1103,2.211,1.59,0.0159,14.468,17.06224,31.1,102.38,129.594,1.29594,62.2464,104.312,1.179275,13906.89526,0.4,28.2,23.3,1.61045065,9.5,2.5,0,24.93837879,60.16985661
Antwerp,2015,Antwerp2015,0.951722851,Antwerp,Belgium,2015,Antwerp2015,418,9,0.9365,14.1737,0.141737,9.65721,59.216,4.340712505,6.00895,0.440474271,31.18742,35.02054,1.985767,9.031,0.09031,13.642,16.77737,34,68.67,103.9,1.039,70.7921,106.5986,1.229861,15125.58079,0.3,32.9,23,1.685969799,14.1,4.1,0,4.402466011,51.21944641
Sofia,2010,Sofia2010,1.242521385,Sofia,Bulgaria,2010,Sofia2010,530,4,0.191,5.0952,0.050952,3.37208,10.3226,0.808537636,1.11906,0.087652542,8.66905,10.06753,5.142815,9.464,0.09464,12.767,4.60805,32.8,14.96,39.91,0.3991,26.4123,41.8075,0.360931,1302.711868,0.9,30.6,42.9,3.360225582,20.1,8.5,0,23.32186547,42.69770744
Antwerp,2012,Antwerp2012,0.914600271,Antwerp,Belgium,2012,Antwerp2012,418,9,1.0169,15.2341,0.152341,9.36652,57.3544,4.277625298,6.0431,0.450708532,31.03619,34.78409,2.0679,8.876,0.08876,13.408,17.34249,35.4,75.84,113.617,1.13617,69.8572,110.5812,1.293433,16729.68925,0.3,35.4,26.2,1.954057279,17.5,5.8,0,4.402466011,51.21944641
Antwerp,2014,Antwerp2014,0.942928389,Antwerp,Belgium,2014,Antwerp2014,418,9,0.9402,15.5461,0.155461,10.08514,57.9259,4.269617454,6.43487,0.474303088,32.56969,36.5699,1.979894,8.981,0.08981,13.567,17.85587,33.7,69.29,114.589,1.14589,74.3369,113.2481,1.316141,17322.27132,0.3,31.5,23.9,1.761627478,15.4,4.6,0,4.402466011,51.21944641
Antwerp,2013,Antwerp2013,0.834878873,Antwerp,Belgium,2013,Antwerp2013,418,9,0.9221,15.4059,0.154059,9.76343,56.7334,4.202785392,6.31813,0.4680443,31.72005,35.56223,2.023304,8.936,0.08936,13.499,17.68619,34.7,68.33,114.127,1.14127,72.3274,112.7118,1.31019,17165.97836,0.3,33.1,26.6,1.970516335,17.2,3.9,0,4.402466011,51.21944641
Glasgow,2017,Glasgow2017,0.902495935,Glasgow,United Kingdom,2017,Glasgow2017,375,66,0.1098,16.9065,0.169065,8.16963,34.4578,2.293822394,6.96732,0.463807749,25.47287,28.82563,2.358027,9.544,0.09544,15.022,17.58696,36.5,7.32,112.548,1.12548,54.386,107.8289,1.17078,13707.25808,,,,,,,0,-4.251806364,55.86423781
Zurich,2015,Zurich2015,0.451987856,Zurich,Switzerland,2015,Zurich2015,1816,5,3.3289,31.06,0.3106,31.87298,98.0051,6.246739754,13.22913,0.84321053,77.36261,81.70743,6.29,8.399,0.08399,15.689,47.98687,33.6,212.19,197.971,1.97971,203.1529,248.3064,3.0586,93550.3396,0.3,33.6,16.9,1.077187839,11.3,1.5,0,8.54169345,47.37688743
Sofia,2009,Sofia2009,0.954494226,Sofia,Bulgaria,2009,Sofia2009,530,4,0.2015,7.4977,0.074977,2.62347,10.8393,0.859170894,1.13271,0.089783608,8.27024,9.62648,5.042227,9.352,0.09352,12.616,4.48963,32.4,15.96,59.43,0.5943,20.7951,39.1569,0.355874,1266.463039,1,35.1,51.9,4.113823716,17.3,10.8,0,23.32186547,42.69770744
Antwerp,2011,Antwerp2011,0.867881734,Antwerp,Belgium,2011,Antwerp2011,418,9,0.8404,14.9315,0.149315,9.34893,59.7903,4.506014018,5.99229,0.451600723,31.51751,35.26179,2.1009,8.785,0.08785,13.269,17.65955,34,63.33,112.523,1.12523,70.4545,113.7155,1.330842,17711.40429,0.3,36.5,28.9,2.178008893,19.9,5.4,0,4.402466011,51.21944641
Antwerp,2010,Antwerp2010,1.081849335,Antwerp,Belgium,2010,Antwerp2010,418,9,1.1554,13.9301,0.139301,8.60065,56.0405,4.274311647,5.59253,0.426552513,29.76053,33.3477,2.1024,8.679,0.08679,13.111,17.3574,32.2,88.12,106.251,1.06251,65.6004,110.9387,1.323915,17527.50927,0.3,36,28.9,2.204255968,20.7,5.9,0,4.402466011,51.21944641
Antwerp,2009,Antwerp2009,0.949134508,Antwerp,Belgium,2009,Antwerp2009,418,9,0.9535,13.5542,0.135542,8.51054,52.5365,4.038783825,5.61718,0.431825031,28.99297,32.41349,2.0193,8.612,0.08612,13.008,17.65076,32.9,73.3,104.196,1.04196,65.4237,110.1494,1.356884,18411.34189,0.3,36.3,28.8,2.21402214,21.2,9.3,0,4.402466011,51.21944641
Antwerp,2008,Antwerp2008,0.949649582,Antwerp,Belgium,2008,Antwerp2008,418,9,1.0946,14.2172,0.142172,8.9352,62.4396,4.839903883,5.67344,0.43976746,31.25207,34.95634,1.93,8.541,0.08541,12.901,17.68602,34.2,84.83,110.202,1.10202,69.2592,113.529,1.370896,18793.55843,0.3,36.9,23.7,1.837066894,16.6,9.4,0,4.402466011,51.21944641
Zurich,2014,Zurich2014,0.441934172,Zurich,Switzerland,2014,Zurich2014,1816,5,3.6907,30.4035,0.304035,31.86049,100.2869,6.479319033,13.48966,0.871537666,77.90466,82.31381,6.2,8.285,0.08285,15.478,48.62123,33.5,238.44,196.43,1.9643,205.8435,254.4296,3.141311,98678.34799,,,,,,,0,8.54169345,47.37688743
Zurich,2013,Zurich2013,0.69592486,Zurich,Switzerland,2013,Zurich2013,1816,5,3.2759,28.9148,0.289148,31.95636,99.3029,6.513374,12.89688,0.84591893,76.25215,80.60015,6.12,8.161,0.08161,15.246,48.02437,33.4,214.87,189.656,1.89656,209.6072,256.1852,3.150001,99225.063,0.4,34.7,20.2,1.324937689,14,1.9,0,8.54169345,47.37688743
Antwerp,2007,Antwerp2007,0.927066699,Antwerp,Belgium,2007,Antwerp2007,418,9,1.3409,12.8475,0.128475,8.46548,65.4023,5.11434939,5.18599,0.405535658,29.51052,33.10979,1.8481,8.466,0.08466,12.788,16.3847,33.1,104.84,100.466,1.00466,66.1987,106.8186,1.281261,16416.2975,0.1,37.3,25.4,1.986237097,17.1,12.2,0,4.402466011,51.21944641
Glasgow,2016,Glasgow2016,0.88785973,Glasgow,United Kingdom,2016,Glasgow2016,375,66,0.1057,16.2646,0.162646,8.17151,33.531,2.241077396,6.87084,0.459219356,25.073,28.36859,2.454071,9.506,0.09506,14.962,17.579,36.4,7.07,108.705,1.08705,54.616,106.7548,1.174928,13804.55805,,37.2,11.9,0.795348215,6.8,,0,-4.251806364,55.86423781
Sofia,2008,Sofia2008,0.656527228,Sofia,Bulgaria,2008,Sofia2008,530,4,0.2738,6.0096,0.060096,2.57008,10.393,0.833573949,1.12529,0.090254251,7.97707,9.57486,4.8623,9.242,0.09242,12.468,4.36066,34.2,21.96,48.2,0.482,20.6139,40.5801,0.349754,1223.278605,1.3,40.7,66.7,5.34969522,,13.1,0,23.32186547,42.69770744
